title,location,bedrooms,bathrooms,area,price,compound,location_neighborhood,location_city,Partly_furnished,Security,Balcony,Shared_Gym,Networked,Shared_Pool,View_of_Water,View_of_Landmark,Children's_Play_Area,Barbecue_Area,Covered_Parking,Shared_Spa,Unfurnished,Kitchen_Appliances,Central_A/C,Children's_Pool,Concierge,Built_in_Wardrobes,Lobby_in_Building,Study,Walk-in_Closet,Pets_Allowed,Maid_Service,Private_Garden,Maids_Room,Private_Gym,Private_Jacuzzi,Private_Pool,Furnished
للبيع شقة سكنية مساحة 220م2 بالمنطقة الأولى - بمساكن شيراتون المطار,"Masaken Sheraton, Sheraton Al Matar, El Nozha, Cairo",3,3,220,3300000.0,0,Sheraton Al Matar, El Nozha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
فرصه للبيع بالزمالك القبي                        .,"Mahmoud Azmy St., Zamalek, Cairo",3,2,128,3072000.0,0,Mahmoud Azmy St., Zamalek,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
للبيع في مدينتي مع تساهيل في الدفع جاهزة للسكن,"Madinaty, Cairo",3,3,326,3900000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
للبيع بالزمالك موقع متميز                        .,"Mahmoud Azmy St., Zamalek, Cairo",3,2,181,4344000.0,0,Mahmoud Azmy St., Zamalek,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
شقة دور ارضي بحديقة للبيع في مدينتى,"Madinaty, Cairo",3,2,149,1600000.0,0,Madinaty,Madinaty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
استلم شقتك بالشروق خطوات من طريق السويس وقسط سنتين,"3rd Neighborhood, 8th Area, Shorouk City, Cairo",3,2,193,1060000.0,0,8th Area, Shorouk City,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0
شقة للبيع في البنفسج 10 التجمع الخامس متشطبة    .,"Ibrahim Al Mazny St., El Banafseg 10, El Banafseg, New Cairo City, Cairo",3,3,200,2000000.0,0,El Banafseg, New Cairo City,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"امتلك في النرجس الجديدة  بمقدم يبدأ  من    313,150","New Narges, New Cairo City, Cairo",3,2,143,313150.0,0,New Narges, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"امتلك شقتك و استلك في خلال 6 شهور بمقدم 1,265,000","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,192,1265000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
شقه للبيع مدينتي ارضي بحديقه خاصه تشطيبات فندقيه,"Madinaty, Cairo",2,1,96,1400000.0,0,Madinaty,Madinaty,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
"امتلك في النرجس الجديدة بمقدم يبدأ  من    320,880","New Narges, New Cairo City, Cairo",3,2,191,320880.0,0,New Narges, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقتك في الحي الخامس بيت الوطن واقساط على 84 شهر,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3,3,215,1397500.0,0,The 5th Settlement, New Cairo City,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
شقتك195متر بجاردن 88م ببيت الوطن بتسهيلات 72 شهر,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3,2,195,1634450.0,0,The 5th Settlement, New Cairo City,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
للبيع شقة  لقطة 210 متر  بشارع عبدالله النديم,"El Narges Buildings, Al Narges, New Cairo City, Cairo",3,3,210,1650000.0,0,Al Narges, New Cairo City,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
شقة200م  نصف تشطيب بجوار نادي بترو سبورت,"El Yasmeen 8, El Yasmeen, New Cairo City, Cairo",3,2,200,2200000.0,0,El Yasmeen, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
بمقدم 50% استلم وحدتك باللوتس الجديدة,"South Lotus, El Lotus, New Cairo City, Cairo",3,3,160,1522000.0,0,El Lotus, New Cairo City,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
شقة فى مدينتى 82 م2 بحرى للبيع كاش,"Madinaty, Cairo",2,1,82,1000000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقة للبيع ع طريق السويس بمقدم219ألف مدينة المستقبل,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,2,182,219000.0,1,Mostakbal City Compounds, Mostakbal City - Future City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
شقه 90م لقطه فى العاصمه الاداريه علي محور الماسه,"R7, New Capital City, Cairo",1,1,90,550000.0,0,R7, New Capital City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقه 375متر متشطبه للبيع فى جنوب الاكاديمية بالتجمع,"Doctor Yassin Abdel Ghaffar St., Area C, Ganoob El Acadimia, New Cairo City, Cairo",3,3,375,5200000.0,0,Ganoob El Acadimia, New Cairo City,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0
شقه 96 متر في مدينتي B11 للبيع,"Madinaty, Cairo",2,2,96,900000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
شقه207م للبيع فى كابيتال جاردنز بالم هيلز بتسهيلات,"Capital Gardens   Palm Hills, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,3,207,1700000.0,1,Mostakbal City Compounds, Mostakbal City - Future City,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
القاهره الجديده مدينتي المرحله العاشره,"Madinaty, Cairo",3,2,136,1710000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
امتلك شقتك في كمبوند جرين هاوس بمدينة بدر ب 90.000,"El Motamayez District, Badr City, Cairo",3,2,152,350000.0,0,El Motamayez District, Badr City,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
شقة للتمليك كاش فى مدينة الرحاب 196 متر بالفرش,"Talaat Mostafa St., Rehab City Fifth Phase, Al Rehab, New Cairo City, Cairo",3,2,196,3900000.0,0,Al Rehab, New Cairo City,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
شقه للبيع فى الواتر واى قسيط على3 سنوات بدون فايده,"The Water Way, North Investors Area, New Cairo City, Cairo",3,4,205,6000000.0,0,North Investors Area, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
رووف كامل للبيع فى جنوب الاكاديمية –التجمع الخامس,"Area B, Ganoob El Acadimia, New Cairo City, Cairo",5,4,400,2000000.0,0,Ganoob El Acadimia, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
لبيع شقه كمبوندا العاصمه الاداريه,"Catalan, New Capital Compounds, New Capital City, Cairo",3,3,185,1456875.0,1,New Capital Compounds, New Capital City,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0
امتلك 146م في سونيو بخصم 14% موقع مميز,"Sueno, New Capital Compounds, New Capital City, Cairo",3,3,146,1412000.0,1,New Capital Compounds, New Capital City,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
تشطيب شركة. دور اخير. اصانصير. جوا كومباوند,"Al masrawya, South Investors Area, New Cairo City, Cairo",3,3,170,1600000.0,0,South Investors Area, New Cairo City,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
لراغبى التميز والهدوء شقة 220م بالزمالك سوبر لوكس,"Ahmed Heshmat St., Zamalek, Cairo",3,2,220,5900000.0,0,Ahmed Heshmat St., Zamalek,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0
شقه لقطه للبيع بمدينتي بالبي١١,"Madinaty, Cairo",3,2,160,1570000.0,0,Madinaty,Madinaty,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
٨٠م بمدينتى ارضى بحديقه على جاردن,"Madinaty, Cairo",2,1,77,1350000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
شقة 160الرحاب تشتطيبات خاصة فيو وايد جاردن اسانسير,"Mai Ziada St., Rehab City First Phase, Al Rehab, New Cairo City, Cairo",3,3,160,2000000.0,0,Al Rehab, New Cairo City,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
شقة 185م2 للبيع بالقسط بأشيك عمارات مصر الجديدة,"Al Hegaz St., El Mahkama Square, Heliopolis - Masr El Gedida, Cairo",3,2,185,2100000.0,0,El Mahkama Square, Heliopolis - Masr El Gedida,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
٩٠م ارضى بحديقة وجاردن ٤٥م بموقع مميز بالمرحله b7,"Madinaty, Cairo",2,2,96,1250000.0,0,Madinaty,Madinaty,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
Apartment for sale in Baron City with open view,"Baron City, El Katameya Compounds, El Katameya, New Cairo City, Cairo",2,1,112,1350000.0,1,El Katameya, New Cairo City,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
ارقى كمبوند فى العاصمه مع اكبر الاستشاريين,"De Joya, New Capital Compounds, New Capital City, Cairo",3,3,179,1865000.0,1,New Capital Compounds, New Capital City,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
للبيع في مدينتي شقه اول سكن..................,"Madinaty, Cairo",3,2,124,1400000.0,0,Madinaty,Madinaty,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
بسعر متر 6000ج كمباوند ميدتاون العاصمه الادارية !!,"Midtown Sky, New Capital Compounds, New Capital City, Cairo",2,2,140,840000.0,1,New Capital Compounds, New Capital City,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0
شقه ١١٦ متر فى مدينتي موقع ممتاز جدا و السعر تجارى,"Madinaty, Cairo",3,2,116,1270000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
شقة ١٠٧م٢ بيع بتنازل فورى B2 موقع و ڤيو,"Madinaty, Cairo",2,1,107,650000.0,0,Madinaty,Madinaty,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
شقة ٢٠٠م٢ أرضى بحديقة روعة B8 مدينتى ڤيو,"Madinaty, Cairo",3,3,177,830000.0,0,Madinaty,Madinaty,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
للبيع بمدينتي شقه 96م بالb7فيو مفتوح بسعر مغرى.,"Madinaty, Cairo",2,2,96,990000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
شقة للبيع فى مدينتى 96 متر بحرى صريح فيو مفتوح,"Madinaty, Cairo",2,2,96,1225000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
١٠٦م٢ بيع بمقدم و تسهيلات على ٧ سنين B2,"Madinaty, Cairo",2,1,107,510000.0,0,Madinaty,Madinaty,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
للبيع شقة فخمه جدا 250 متر بالمنطقة السادسة,"Gamal Al Din Afifi St., 6th Zone, Nasr City, Cairo",4,2,250,2300000.0,0,6th Zone, Nasr City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
لعشاق الرفاهيه والتميز شقه 133م الترا سوبر لوكس,"Madinaty, Cairo",3,2,133,1800000.0,0,Madinaty,Madinaty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
للبيع شقة فخمه جدا جدا بمكرم عبيد مساحتها 240 متر,"Fareek Awal Ali Amer St., 6th Zone, Nasr City, Cairo",3,2,240,2400000.0,0,6th Zone, Nasr City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقة بمدينة الرحاب للبيع 294م بالرحاب 2,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",4,3,294,5000000.0,0,Al Rehab, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
بمقدم 100 الف شقتك جاهز للسكن بقلب العاصمة الجديدة,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",3,2,144,100000.0,1,New Capital Compounds, New Capital City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
عرض لمدة شهر مقدم 50.000ج وقسط 3500ج واتعاقدالان,"Plot 1, Group 22, 2nd District, New Heliopolis, Cairo",3,2,135,702000.0,0,2nd District, New Heliopolis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقة 135م بالمنطقه التاسعه بمدينة الشروق بالتقسيط,"3rd Neighborhood, 9th Area, Shorouk City, Cairo",2,1,135,700000.0,0,9th Area, Shorouk City,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
شقه 3 غرف هايد بارك لوكيش مميز اقساط 8 سنسن,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,1,185,3300000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
للبيع بالرحاب شقه 119متر بالمرحله السابعه,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",3,3,119,1750000.0,0,Al Rehab, New Cairo City,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقة 150م بكمبوند فيلدج جيت بالم هيلز بسعر مميز,"Palm Hills Village Gate, South Investors Area, New Cairo City, Cairo",2,2,150,2100000.0,0,South Investors Area, New Cairo City,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
شقة بالمنطقة الرابعة الحي الخامس التجمع الخامس   .,"Street4, District 5, The 5th Settlement, New Cairo City, Cairo",2,2,135,1700000.0,0,The 5th Settlement, New Cairo City,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
للتمليك بالرحاب شقة 300م بحري بالقرب من الخدمات,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",4,4,300,4500000.0,0,Al Rehab, New Cairo City,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
بالرحاب شقة للبيع157 تشطيب خاص جاردن فيو,"Ahmed Orabi St., Rehab City Forth Phase, Al Rehab, New Cairo City, Cairo",3,3,157,1900000.0,0,Al Rehab, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقه ارضي بجنبنه بسعر رائع جاهزه للاستلام,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,155,2100000.0,1,The 5th Settlement, New Cairo City,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
شقة للبيع تقسيط على 4 سنوات  140م بمدينتى .,"Madinaty, Cairo",3,2,140,1500000.0,0,Madinaty,Madinaty,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
شقة للبيع بمدينتى 100متر بالB2 بسعر لقطة,"Madinaty, Cairo",2,1,100,920000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
شقة للبيع 96 متر بمدينتى موقع متميز,"Madinaty, Cairo",2,2,96,1250000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
للبيع شقة ممتازة تشطيب سوبر لوكس بالمنطقة التاسعة,"Al Madina El Monawara St., 9th Zone, Nasr City, Cairo",3,3,175,1800000.0,0,9th Zone, Nasr City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
للبيع شقة 175 متر بمدينتى بالB1,"Madinaty, Cairo",3,3,175,2450000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
شقة للبيع مساحة 135 متر بالB1 فيو جاردن,"Madinaty, Cairo",3,2,135,1600000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
شقة فاخرة القطامية بلازا سوديك التجمع الخامس للبيع,"Al Katameya Plaza, The 1st Settlement, New Cairo City, Cairo",2,2,156,2900000.0,0,The 1st Settlement, New Cairo City,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
شقه للبيع غرفتين نوم باميز موقع واطول فتره سداد,"De Joya, New Capital Compounds, New Capital City, Cairo",2,2,120,1200000.0,1,New Capital Compounds, New Capital City,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0
شقه 300م بغرب اربيلا دور تاني تشطيب كامل !!!!!!!!!,"West Arabella, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,300,3400000.0,1,The 5th Settlement, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقه ١٨٦متر للبيع بمدينتى B3 فيو مجرا السيل,"Madinaty, Cairo",3,3,186,2500000.0,0,Madinaty,Madinaty,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
للبيع بمدينتي شقه نموذج 300  ارضي بحديقه,"Madinaty, Cairo",3,3,158,2450000.0,0,Madinaty,Madinaty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقة للبيع بمدينة الرحاب 99 متر فيو وايد جاردن بحرى,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",2,1,99,1500000.0,0,Al Rehab, New Cairo City,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0
بنتهاوس للبيع الباتيو كازا الشروق,"Patio Casa, El Patio, El Shorouk Compounds, Shorouk City, Cairo",3,2,190,2200000.0,1,El Shorouk Compounds, Shorouk City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
قسط علي 7 سنوات امتلك شقة ب التجمع الخامس,"Riviera, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,183,1350000.0,1,The 5th Settlement, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
أقوى أستثمار فالسوق العقارى المصري بجوار Citystars,"Al Nozha St., Almazah, Heliopolis - Masr El Gedida, Cairo",1,1,70,1000000.0,0,Almazah, Heliopolis - Masr El Gedida,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
شقه بكمبوند زفاني العاصمه الاداريه فيو ليك وجاردين,"Zavani, New Capital Compounds, New Capital City, Cairo",3,3,204,2090950.0,1,New Capital Compounds, New Capital City,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
للبيع شقة فيو ممتازعلى حديقة كبيرة قريبه من المنهل,"Ibrahim Al Refaey St., 8th Zone, Nasr City, Cairo",3,2,180,1500000.0,0,8th Zone, Nasr City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقة فى مدينتى 103 م2 شرقى للبيع كاش,"Madinaty, Cairo",3,2,103,1200000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166 بمشروع ب، نجيب ساويرس -التجمع الخامس،10 سنوات,"Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,166,3700000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
شقه مميزة ل البيع من داخل احياء مدينتى ال B10,"Madinaty, Cairo",4,3,200,2750000.0,0,Madinaty,Madinaty,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
امتلك شقة فى سيناريو العاصمة الادارية الجديدة,"Serrano, New Capital Compounds, New Capital City, Cairo",4,3,197,2150000.0,1,New Capital Compounds, New Capital City,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
شقة للبيع بكمبوند حياتى ريزيدانس,"Hayati Residence, North Investors Area, New Cairo City, Cairo",3,1,185,3200000.0,0,North Investors Area, New Cairo City,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
APARTMENT FOR SALE IN ZAMALEK                    .,"Al Mansour Mohamed St., Zamalek, Cairo",3,2,185,4000000.0,0,Al Mansour Mohamed St., Zamalek,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0
للبيع شقه رائعه فيو بانوراما كاملة التشطيب,"Cleopatra St., El Korba, Heliopolis - Masr El Gedida, Cairo",4,3,330,3300000.0,0,El Korba, Heliopolis - Masr El Gedida,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
للبيع شقه بارقى مناطق شيراتون بسعر مناسب للجادين,"Masaken Sheraton, Sheraton Al Matar, El Nozha, Cairo",4,3,320,3500000.0,0,Sheraton Al Matar, El Nozha,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0
Apartment for sale at a prime location at Garden City,"Ahmed Ragheb St., Garden City, Cairo",3,3,185,4500000.0,0,Ahmed Ragheb St., Garden City,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0
شقه للبيع بالزمالك تشطيب متميز تصلح سكنى او تجارى,"Ahmed Heshmat St., Zamalek, Cairo",3,2,220,5000000.0,0,Ahmed Heshmat St., Zamalek,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
للبيع شقه رائعه تشطيب فاخر فيو مميز بسعر مناسب للجادين,"Omar Ibn Al Khattab St., Almazah, Heliopolis - Masr El Gedida, Cairo",3,3,250,2600000.0,0,Almazah, Heliopolis - Masr El Gedida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
للبيع شقه رائعه تشطيب فاخر على حديقه بسعر مناسب,"Markaz El Maalomat St., Sheraton Al Matar, El Nozha, Cairo",3,3,280,3640000.0,0,Sheraton Al Matar, El Nozha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقه مميزة  ل البيع ف مدينتى ف ال B11,"Madinaty, Cairo",3,2,114,1250000.0,0,Madinaty,Madinaty,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
شقه للبيع بألماظه تشطيب فاخروجراج خاص و مطبخ,"Almaza St., Almazah, Heliopolis - Masr El Gedida, Cairo",2,3,300,3700000.0,0,Almazah, Heliopolis - Masr El Gedida,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0
شقة مساحة ١٨٢ متر نصف تشطيب الدور الأول مليون770,"R7, New Capital City, Cairo",4,2,182,1770668.0,0,R7, New Capital City,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
شقة فيو مفتوح بطول 325 م واطلالة علي pukka walk,"Pukka, New Capital Compounds, New Capital City, Cairo",3,3,196,2205000.0,1,New Capital Compounds, New Capital City,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
شقة 220 مترللبيع بالفرش والأجهزه والتكييفات هاى سوبر لوكس,"Al Sheikh Ahmed Elsawy St., 6th Zone, Nasr City, Cairo",4,2,220,1900000.0,0,6th Zone, Nasr City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقة مميزة للبيع فمدينتى بسعر مغرى ف B2,"Madinaty, Cairo",3,3,175,2450000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
