title,price,location,property_type,bedrooms,bathrooms,area,amenities,creattion_date
Town house corner in Layan phase 3 with facilities,"
          4,954,500
              EGP  ","Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,4 ,4 ,380 sqm,"['Unfurnished', 'Security', 'Private Garden', 'Concierge', 'Lobby in Building', 'Balcony', 'Maids Room', 'Study', 'Networked', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking']",Listed:29 days ago
Super Lux apartment for sale in Narges Buildings,"
          2,000,000
              EGP  ","El Narges Buildings, Al Narges, New Cairo City, Cairo",Apartment,3 ,3 ,255 sqm,"['Unfurnished', 'Balcony']",Listed:1 month ago
Apartment for sale in Nasr City 210m Ready To Move,"
          1,700,000
              EGP  ","Mahmoud Al Badry St., 8th Zone, Nasr City, Cairo",Apartment,3 ,3 ,210 sqm,"['Unfurnished', 'Concierge', 'Balcony', 'Networked', 'Pets Allowed']",Listed:29 days ago
Apartment for Sale in Mostshary El-Dawla Compound,"
          1,300,000
              EGP  ","Mostashareen, North Investors Area, New Cairo City, Cairo",Apartment,3 ,3 ,170 sqm,[],Listed:1 month ago
Close to AUC     |     EASTOWN,"
          3,300,000
              EGP  ","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,210 sqm,"['Unfurnished', 'Security', ""Children's Pool"", 'Balcony', 'Shared Gym', 'Maids Room', 'Study', 'Walk-in Closet', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area""]",Listed:1 month ago
Apartment 170m For Sale in Vgk,"
          1,800,000
              EGP  ","Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,170 sqm,"['Partly furnished', 'Security', 'Shared Gym', 'Networked', 'Pets Allowed', 'Shared Spa']",Listed:1 month ago
Close to AUC | Best Deal in EASTOWN | 2 Bedroom,"
          1,900,000
              EGP  ","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,3 ,127 sqm,"['Unfurnished', 'Security', ""Children's Pool"", 'Balcony', 'Shared Gym', 'Maids Room', 'Study', 'Walk-in Closet', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area']",Listed:1 month ago
Prime Location Apartment 278 sqm For sale,"
          4,200,000
              EGP  ","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,4 ,278 sqm,"['Unfurnished', 'Security', 'Balcony', 'Maids Room', 'Study', 'Walk-in Closet', 'Pets Allowed', 'View of Landmark', ""Children's Play Area""]",Listed:1 month ago
"Apartment for sale in Mokattam, Hoda Shaarawi Street, 260 m","
          1,900,000
              EGP  ","Hoda Sharawy St., Al Hadaba Al Olya, Mokattam, Cairo",Apartment,3 ,3 ,260 sqm,"['Unfurnished', 'Kitchen Appliances', 'Security', 'Concierge', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Maids Room', 'Walk-in Closet', 'Networked', 'Pets Allowed', 'Covered Parking']",Listed:23 days ago
Lux apartment for sale in Panorama El Shorouk   .,"
          1,500,000
              EGP  ","Panorama Al Shorouk, El Shorouk Compounds, Shorouk City, Cairo",Apartment,3 ,2 ,175 sqm,"['Unfurnished', 'Security', 'Concierge', 'Lobby in Building', 'Balcony', 'Networked', 'Pets Allowed']",Listed:24 days ago
Apartment in Hyde Park view mall and center ville.,"
          1,150,000
              EGP  ","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,1 ,2 ,88 sqm,"['Unfurnished', 'Security', 'Concierge', 'Lobby in Building', 'Balcony', 'Maids Room', 'Study', 'Networked', 'Pets Allowed', 'View of Landmark']",Listed:29 days ago
Apartment with Garden for Sale in Midtown,"
          2,450,000
              EGP  ","Midtown, South Investors Area, New Cairo City, Cairo",Apartment,3 ,3 ,185 sqm,"['Unfurnished', 'Security', 'Private Garden', 'Balcony', 'Pets Allowed', 'Barbecue Area', 'Shared Spa']",Listed:1 month ago
Best Priced | Extra Large Unit | Maid's room,"
          3,850,000
              EGP  ","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,200 sqm,"['Unfurnished', 'Security', ""Children's Pool"", 'Balcony', 'Shared Gym', 'Maids Room', 'Walk-in Closet', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area""]",Listed:1 month ago
Apartment for sale in compound new cairo,"
          3,600,000
              EGP  ","Fifth Square, North Investors Area, New Cairo City, Cairo",Apartment,3 ,2 ,143 sqm,"['Unfurnished', 'Kitchen Appliances', 'Central A/C', 'Private Jacuzzi', 'Security', 'Private Garden', ""Children's Pool"", 'Concierge', 'Maid Service', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Private Gym', 'Shared Gym', 'Maids Room', 'Study', 'Walk-in Closet', 'Networked', 'Private Pool', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:1 month ago
Apartment for sale in Al marasem fully finished,"
          3,341,000
              EGP  ","Fifth Square, North Investors Area, New Cairo City, Cairo",Apartment,3 ,3 ,138 sqm,"['Unfurnished', 'Central A/C', 'Security', 'Private Garden', ""Children's Pool"", 'Built in Wardrobes', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Shared Spa']",Listed:29 days ago
Apartment for Sale in Midtown 185M2,"
          2,150,000
              EGP  ","Midtown, South Investors Area, New Cairo City, Cairo",Apartment,3 ,3 ,185 sqm,"['Unfurnished', 'Security', 'Pets Allowed', 'Barbecue Area', 'Shared Spa']",Listed:1 month ago
144m Apartment Taj City Compound With Best Price,"
          1,850,000
              EGP  ","Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,144 sqm,"['Unfurnished', 'Security', 'Balcony', 'Pets Allowed', 'View of Landmark']",Listed:1 month ago
150m Ground Apartment + 75m Garden in Tag Sultan,"
          2,200,000
              EGP  ","Tag Sultan, Ring Road, Cairo",Apartment,3 ,3 ,150 sqm,"['Unfurnished', 'Security', 'Private Garden', 'Pets Allowed']",Listed:1 month ago
202m Apartment in Capital Gardens Palm Hills,"
          1,700,000
              EGP  ","Capital Gardens   Palm Hills, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",Apartment,3 ,3 ,202 sqm,"['Unfurnished', 'Security', 'Balcony', 'Pets Allowed']",Listed:1 month ago
Ground Floor Apartment For Sale In Fifth Square,"
          3,275,000
              EGP  ","Fifth Square, North Investors Area, New Cairo City, Cairo",Apartment,3 ,2 ,143 sqm,"['Unfurnished', 'Security', 'Private Garden', 'Concierge', 'Lobby in Building', 'Study', 'Walk-in Closet', 'Networked', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking']",Listed:1 month ago
Apartment for sale in one katameya  – new Cairo,"
          2,200,000
              EGP  ","One Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",Apartment,2 ,3 ,230 sqm,"['Unfurnished', 'Kitchen Appliances', 'Central A/C', 'Security', 'Concierge', 'Maid Service', 'Balcony', 'Networked', 'Pets Allowed', 'View of Landmark', 'Barbecue Area', 'Covered Parking']",Listed:1 month ago
188m Apartment Corner for sale at Regents Park,"
          1,925,000
              EGP  ","Regents Park, Al Andalus District, New Cairo City, Cairo",Apartment,3 ,3 ,188 sqm,"['Unfurnished', 'Kitchen Appliances', 'Central A/C', 'Private Jacuzzi', 'Security', 'Private Garden', ""Children's Pool"", 'Concierge', 'Maid Service', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Private Gym', 'Shared Gym', 'Maids Room', 'Study', 'Walk-in Closet', 'Networked', 'Private Pool', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:1 month ago
"For Sale Apartment 238,71 in Boulevard Mivida","
          5,300,000
              EGP  ","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,239 sqm,"['Unfurnished', 'Central A/C', 'Security', 'Balcony', 'Maids Room', 'Study', 'Shared Pool', ""Children's Play Area"", 'Covered Parking']",Listed:1 month ago
خصم689ج على سعر المتر واسكن أمام كمبوند مارينا واي,"
          1,437,990
              EGP  ","Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",Apartment,4 ,4 ,200 sqm,"['Unfurnished', 'Security', 'Private Garden', 'Concierge', 'Lobby in Building', 'Balcony', 'Walk-in Closet', 'Pets Allowed', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking']",Listed:1 month ago
شقة227م بسعر6٬411ج بالحى التانى بيت الوطن,"
          1,515,337
              EGP  ","Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",Apartment,4 ,4 ,227 sqm,"['Unfurnished', 'Security', 'Concierge', 'Lobby in Building', 'Balcony', 'Walk-in Closet', 'Pets Allowed', 'Covered Parking']",Listed:1 month ago
The best apartment in MV Hyde park &lowest price,"
          2,650,000
              EGP  ","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,274 sqm,"['Unfurnished', 'Security', 'Balcony', 'Maids Room', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area']",Listed:29 days ago
Apartment 139m at new capital 15 % D.P &12 years,"
          310,050
              EGP  ","Armonia, New Capital Compounds, New Capital City, Cairo",Apartment,2 ,2 ,139 sqm,"['Unfurnished', 'Security', ""Children's Pool"", 'Concierge', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:1 month ago
Finished Apartment Pool View With Installments El patio7,"
          2,800,000
              EGP  ","El Patio 7, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,110 sqm,"['Unfurnished', 'Security', 'Balcony', 'Networked', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking']",Listed:1 month ago
Eastown duplex 238m + garden 52 livable area,"
          4,350,000
              EGP  ","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,4 ,238 sqm,"['Unfurnished', 'Security', 'Shared Pool', 'Shared Spa']",Listed:more than 6 months ago
Apartment for sale 135 in DEJOYA,"
          1,316,250
              EGP  ","De Joya, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,2 ,135 sqm,"['Unfurnished', 'Security', 'Private Garden', ""Children's Pool"", 'Concierge', 'Maid Service', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Private Gym', 'Shared Gym', 'Walk-in Closet', 'Networked', 'Private Pool', 'Shared Pool', 'Pets Allowed', 'View of Water', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:2 months ago
Fully Furnished Ground Apt With Garden-The Village,"
          3,200,000
              EGP  ","The Village, South Investors Area, New Cairo City, Cairo",Apartment,2 ,2 ,146 sqm,"['Furnished', 'Kitchen Appliances', 'Central A/C', 'Security', 'Private Garden', 'Balcony', 'Walk-in Closet', 'Networked', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking']",Listed:2 months ago
Apartment for sale in Mountain View Hyde Park 133m,"
          3,020,000
              EGP  ","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,133 sqm,"['Unfurnished', 'Security', ""Children's Pool"", 'Shared Gym', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Shared Spa']",Listed:2 months ago
The strongest offer in the administrative capital,"
          2,157,000
              EGP  ","Castle Landmark, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,3 ,190 sqm,"['Unfurnished', 'Security', 'Private Garden', 'Maid Service', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Study', 'Networked', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Covered Parking', 'Shared Spa']",Listed:3 months ago
50% discount for an apartment in sarai,"
          1,350,000
              EGP  ","Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",Apartment,3 ,3 ,169 sqm,"['Unfurnished', 'Security', ""Children's Pool"", 'Concierge', 'Maid Service', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Shared Spa']",Listed:2 months ago
شقة للبيع بمدينة نصر خلف السراج مول              .,"
          1,450,000
              EGP  ","Hamouda Mahmoud St., 8th Zone, Nasr City, Cairo",Apartment,3 ,2 ,220 sqm,[],Listed:2 months ago
"Apartment for sale in Madinaty wide Garden View,","
          3,250,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,3 ,260 sqm,"['Unfurnished', 'Security', 'Balcony', 'Shared Gym', 'Maids Room', 'Shared Pool', 'Pets Allowed', 'Covered Parking', 'Shared Spa']",Listed:2 months ago
apartment fullyfinished galleria dp 15% inst. 10y,"
          2,526,520
              EGP  ","Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",Apartment,2 ,2 ,125 sqm,"['Unfurnished', 'Security', 'Maid Service', 'Balcony', 'Shared Gym', 'Study', 'Walk-in Closet', 'Networked', 'Shared Pool', 'Pets Allowed', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking']",Listed:1 month ago
Apartment capital gardens over 200K ready to move,"
          1,424,750
              EGP  ","Capital Gardens   Palm Hills, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",Apartment,2 ,2 ,164 sqm,"['Unfurnished', 'Security', 'Maid Service', 'Shared Gym', 'Maids Room', 'Study', 'Walk-in Closet', 'Shared Pool', 'Pets Allowed', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking']",Listed:1 month ago
شقة بكمبوند هايد بارك ماونتن فيو بقسط على 10 سنوات,"
          2,716,286
              EGP  ","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,115 sqm,"['Unfurnished', 'Kitchen Appliances', 'Central A/C', 'Private Jacuzzi', 'Security', 'Private Garden', ""Children's Pool"", 'Concierge', 'Maid Service', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Private Gym', 'Shared Gym', 'Maids Room', 'Study', 'Walk-in Closet', 'Networked', 'Private Pool', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:1 month ago
شقة 135م تطل على حمام سباحة بكمبوند بالحي الثالث,"
          715,000
              EGP  ","Al Rawdah Resort, Al Hadaba Al Wosta, Mokattam, Cairo",Apartment,3 ,2 ,135 sqm,"['Unfurnished', 'Security', ""Children's Pool"", 'Concierge', 'Lobby in Building', 'Balcony', 'Shared Pool', 'View of Water', ""Children's Play Area"", 'Covered Parking']",Listed:1 month ago
Apartment in El-Banafseg - Super lux with Kitchen.,"
          1,600,000
              EGP  ","El Banafseg Apartment Buildings, El Banafseg, New Cairo City, Cairo",Apartment,2 ,2 ,140 sqm,[],Listed:1 month ago
Ground floor 140m with garden 84m in installments.,"
          728,000
              EGP  ","6th Area East, Shorouk City, Cairo",Apartment,3 ,2 ,140 sqm,"['Unfurnished', 'Private Garden', 'Balcony', 'Shared Gym', 'Networked', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Covered Parking', 'Shared Spa']",Listed:1 month ago
Amazing Semi-furnished Apartment in Maadi for Sale,"
          3,900,000
              EGP  ","Al Horreya Square, Maadi, Hay El Maadi, Cairo",Apartment,3 ,3 ,300 sqm,"['Furnished', 'Kitchen Appliances', 'Private Jacuzzi', 'Private Garden', 'Maids Room']",Listed:2 months ago
Eastown parks apartment 154m for sale with install,"
          2,500,000
              EGP  ","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,3 ,154 sqm,"['Unfurnished', 'Security', ""Children's Pool"", 'Maid Service', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Maids Room', 'Study', 'Walk-in Closet', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Shared Spa']",Listed:1 month ago
Studio for sale in Village Gate Palm Hills,"
          1,450,000
              EGP  ","Palm Hills Village Gate, South Investors Area, New Cairo City, Cairo",Apartment,1 ,1 ,88 sqm,"['Unfurnished', 'Kitchen Appliances', 'Central A/C', 'Security', ""Children's Pool"", 'Maid Service', 'Balcony', 'Shared Gym', 'Study', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Covered Parking', 'Shared Spa']",Listed:1 month ago
Apatment Sale of El panafsg sami finshed wide 220M,"
          1,900,000
              EGP  ","El Banafseg Apartment Buildings, El Banafseg, New Cairo City, Cairo",Apartment,3 ,3 ,220 sqm,"['Partly furnished', 'Security', 'Concierge', 'Balcony', 'Maids Room', 'Study', 'Walk-in Closet', 'Pets Allowed', ""Children's Play Area""]",Listed:2 months ago
